CPUE,Steepness,RecProp,Move,DataWts,Natmort,Model,Gradient,log_det_hessian,PDH
PICT,0.7,MoreR2,Diag,20weight,HamelCope,P_h07_R2_Vb_D20w_Mhac,1.31745e-05,224.424,TRUE
PICT,0.7,MoreR2,Diag,20weight,Estimated,P_h07_R2_Vb_D20w_Mest,0.00060654,233.813,TRUE
PICT,0.7,MoreR2,Diag,Diag,HamelCope,P_h07_R2_Vb_Dbas_Mhac,0.000296224,198.271,TRUE
PICT,0.7,MoreR2,Diag,Diag,Estimated,P_h07_R2_Vb_Dbas_Mest,0.00110153,208.295,TRUE
PICT,0.7,MoreR2,Half1to2,05length,HamelCope,P_h07_R2_V1_D05l_Mhac,1.33702e-07,195.634,TRUE
PICT,0.7,MoreR2,Half1to2,05length,Estimated,P_h07_R2_V1_D05l_Mest,1.68405e-05,204.892,TRUE
PICT,0.7,MoreR2,Half1to2,05weight,HamelCope,P_h07_R2_V1_D05w_Mhac,0.000213141,173.532,TRUE
PICT,0.7,MoreR2,Half1to2,05weight,Estimated,P_h07_R2_V1_D05w_Mest,1.60295e-08,183.901,TRUE
PICT,0.7,MoreR2,Half1to2,20length,HamelCope,P_h07_R2_V1_D20l_Mhac,5.17933e-06,202.221,TRUE
PICT,0.7,MoreR2,Half1to2,20length,Estimated,P_h07_R2_V1_D20l_Mest,4.96395e-06,212.084,TRUE
PICT,0.7,MoreR2,Half1to2,20weight,HamelCope,P_h07_R2_V1_D20w_Mhac,0.00118226,224.918,TRUE
PICT,0.7,MoreR2,Half1to2,20weight,Estimated,P_h07_R2_V1_D20w_Mest,2.68059e-05,233.725,TRUE
PICT,0.7,MoreR2,Half1to2,Diag,HamelCope,P_h07_R2_V1_Dbas_Mhac,0.000860093,198.759,TRUE
PICT,0.7,MoreR2,Half1to2,Diag,Estimated,P_h07_R2_V1_Dbas_Mest,0.000232293,208.239,TRUE
PICT,0.7,MoreR2,Half2to1,05length,HamelCope,P_h07_R2_V2_D05l_Mhac,5.12765e-05,194.115,TRUE
PICT,0.7,MoreR2,Half2to1,05length,Estimated,P_h07_R2_V2_D05l_Mest,1.02691e-08,205.266,TRUE
PICT,0.7,MoreR2,Half2to1,05weight,HamelCope,P_h07_R2_V2_D05w_Mhac,9.14654e-05,171.958,TRUE
PICT,0.7,MoreR2,Half2to1,05weight,Estimated,P_h07_R2_V2_D05w_Mest,1.24774e-05,183.78,TRUE
PICT,0.7,MoreR2,Half2to1,20length,HamelCope,P_h07_R2_V2_D20l_Mhac,8.20594e-05,200.49,TRUE
PICT,0.7,MoreR2,Half2to1,20length,Estimated,P_h07_R2_V2_D20l_Mest,0.000865733,212.144,TRUE
PICT,0.7,MoreR2,Half2to1,20weight,HamelCope,P_h07_R2_V2_D20w_Mhac,9.48765e-05,223.244,TRUE
PICT,0.7,MoreR2,Half2to1,20weight,Estimated,P_h07_R2_V2_D20w_Mest,8.17393e-05,234.32,TRUE
PICT,0.7,MoreR2,Half2to1,Diag,HamelCope,P_h07_R2_V2_Dbas_Mhac,9.49806e-05,197.169,TRUE
PICT,0.7,MoreR2,Half2to1,Diag,Estimated,P_h07_R2_V2_Dbas_Mest,0.000270851,208.482,TRUE
PICT,0.8,Diag,Diag,05length,HamelCope,P_h08_Rb_Vb_D05l_Mhac,9.54166e-05,193.27,TRUE
PICT,0.8,Diag,Diag,05length,Estimated,P_h08_Rb_Vb_D05l_Mest,0.00172165,205.185,TRUE
PICT,0.8,Diag,Diag,05weight,HamelCope,P_h08_Rb_Vb_D05w_Mhac,3.73007e-05,171.274,TRUE
PICT,0.8,Diag,Diag,05weight,Estimated,P_h08_Rb_Vb_D05w_Mest,7.18741e-05,184.28,TRUE
PICT,0.8,Diag,Diag,20length,HamelCope,P_h08_Rb_Vb_D20l_Mhac,1.74705e-06,199.675,TRUE
PICT,0.8,Diag,Diag,20length,Estimated,P_h08_Rb_Vb_D20l_Mest,7.44116e-05,212.7,TRUE
PICT,0.8,Diag,Diag,20weight,HamelCope,P_h08_Rb_Vb_D20w_Mhac,7.88697e-05,222.327,TRUE
PICT,0.8,Diag,Diag,20weight,Estimated,P_h08_Rb_Vb_D20w_Mest,3.82656e-05,234.423,TRUE
PICT,0.8,Diag,Diag,Diag,HamelCope,P_h08_Rb_Vb_Dbas_Mhac,0.00205094,196.329,TRUE
PICT,0.8,Diag,Diag,Diag,Estimated,P_h08_Rb_Vb_Dbas_Mest,2.4724e-05,208.628,TRUE
PICT,0.8,Diag,Half1to2,05length,HamelCope,P_h08_Rb_V1_D05l_Mhac,1.72356e-05,193.462,TRUE
PICT,0.8,Diag,Half1to2,05length,Estimated,P_h08_Rb_V1_D05l_Mest,3.8508e-05,205.302,TRUE
PICT,0.8,Diag,Half1to2,05weight,HamelCope,P_h08_Rb_V1_D05w_Mhac,0.000100999,171.471,TRUE
PICT,0.8,Diag,Half1to2,05weight,Estimated,P_h08_Rb_V1_D05w_Mest,1.41734e-08,184.347,TRUE
PICT,0.8,Diag,Half1to2,20length,HamelCope,P_h08_Rb_V1_D20l_Mhac,5.77797e-05,200.092,TRUE
PICT,0.8,Diag,Half1to2,20length,Estimated,P_h08_Rb_V1_D20l_Mest,6.91072e-08,212.738,TRUE
PICT,0.8,Diag,Half1to2,20weight,HamelCope,P_h08_Rb_V1_D20w_Mhac,0.00300604,222.772,TRUE
PICT,0.8,Diag,Half1to2,20weight,Estimated,P_h08_Rb_V1_D20w_Mest,1.05529e-05,234.43,TRUE
PICT,0.8,Diag,Half1to2,Diag,HamelCope,P_h08_Rb_V1_Dbas_Mhac,3.41419e-05,196.57,TRUE
PICT,0.8,Diag,Half1to2,Diag,Estimated,P_h08_Rb_V1_Dbas_Mest,4.18121e-08,208.702,TRUE
PICT,0.8,Diag,Half2to1,05length,HamelCope,P_h08_Rb_V2_D05l_Mhac,6.18506e-05,192.558,TRUE
PICT,0.8,Diag,Half2to1,05length,Estimated,P_h08_Rb_V2_D05l_Mest,8.50219e-09,205.663,TRUE
PICT,0.8,Diag,Half2to1,05weight,HamelCope,P_h08_Rb_V2_D05w_Mhac,0.000113781,170.594,TRUE
PICT,0.8,Diag,Half2to1,05weight,Estimated,P_h08_Rb_V2_D05w_Mest,3.22732e-07,184.186,TRUE
PICT,0.8,Diag,Half2to1,20length,HamelCope,P_h08_Rb_V2_D20l_Mhac,9.31195e-06,198.903,TRUE
PICT,0.8,Diag,Half2to1,20length,Estimated,P_h08_Rb_V2_D20l_Mest,0.00136293,212.686,TRUE
PICT,0.8,Diag,Half2to1,20weight,HamelCope,P_h08_Rb_V2_D20w_Mhac,2.82536e-06,221.549,TRUE
PICT,0.8,Diag,Half2to1,20weight,Estimated,P_h08_Rb_V2_D20w_Mest,0.000106336,234.904,TRUE
PICT,0.8,Diag,Half2to1,Diag,HamelCope,P_h08_Rb_V2_Dbas_Mhac,3.90323e-06,195.601,TRUE
PICT,0.8,Diag,Half2to1,Diag,Estimated,P_h08_Rb_V2_Dbas_Mest,0.000103719,208.944,TRUE
PICT,0.8,MoreR2,Diag,05length,HamelCope,P_h08_R2_Vb_D05l_Mhac,0.000568426,195.115,TRUE
PICT,0.8,MoreR2,Diag,05length,Estimated,P_h08_R2_Vb_D05l_Mest,1.28127e-07,205.499,TRUE
PICT,0.8,MoreR2,Diag,05weight,HamelCope,P_h08_R2_Vb_D05w_Mhac,3.56401e-05,173.087,TRUE
PICT,0.8,MoreR2,Diag,05weight,Estimated,P_h08_R2_Vb_D05w_Mest,7.16127e-05,184.382,TRUE
PICT,0.8,MoreR2,Diag,20length,HamelCope,P_h08_R2_Vb_D20l_Mhac,7.74957e-05,201.755,TRUE
PICT,0.8,MoreR2,Diag,20length,Estimated,P_h08_R2_Vb_D20l_Mest,2.31577e-08,212.731,TRUE
PICT,0.8,MoreR2,Diag,20weight,HamelCope,P_h08_R2_Vb_D20w_Mhac,0.000158712,224.437,TRUE
PICT,0.8,MoreR2,Diag,20weight,Estimated,P_h08_R2_Vb_D20w_Mest,2.88238e-05,234.625,TRUE
PICT,0.8,MoreR2,Diag,Diag,HamelCope,P_h08_R2_Vb_Dbas_Mhac,0.000732403,198.279,TRUE
PICT,0.8,MoreR2,Diag,Diag,Estimated,P_h08_R2_Vb_Dbas_Mest,0.000631041,208.851,TRUE
PICT,0.8,MoreR2,Half1to2,05length,HamelCope,P_h08_R2_V1_D05l_Mhac,2.17685e-05,195.674,TRUE
PICT,0.8,MoreR2,Half1to2,05length,Estimated,P_h08_R2_V1_D05l_Mest,1.31955e-07,205.42,TRUE
PICT,0.8,MoreR2,Half1to2,05weight,HamelCope,P_h08_R2_V1_D05w_Mhac,3.39354e-08,173.573,TRUE
PICT,0.8,MoreR2,Half1to2,05weight,Estimated,P_h08_R2_V1_D05w_Mest,8.40394e-07,184.265,TRUE
PICT,0.8,MoreR2,Half1to2,20length,HamelCope,P_h08_R2_V1_D20l_Mhac,8.07688e-05,202.239,TRUE
PICT,0.8,MoreR2,Half1to2,20length,Estimated,P_h08_R2_V1_D20l_Mest,5.56366e-05,212.575,TRUE
PICT,0.8,MoreR2,Half1to2,20weight,HamelCope,P_h08_R2_V1_D20w_Mhac,6.42703e-05,224.92,TRUE
PICT,0.8,MoreR2,Half1to2,20weight,Estimated,P_h08_R2_V1_D20w_Mest,4.22728e-05,234.458,TRUE
PICT,0.8,MoreR2,Half1to2,Diag,HamelCope,P_h08_R2_V1_Dbas_Mhac,7.97282e-06,198.775,TRUE
PICT,0.8,MoreR2,Half1to2,Diag,Estimated,P_h08_R2_V1_Dbas_Mest,5.62202e-05,208.759,TRUE
PICT,0.8,MoreR2,Half2to1,05length,HamelCope,P_h08_R2_V2_D05l_Mhac,4.51809e-05,194.139,TRUE
PICT,0.8,MoreR2,Half2to1,05length,Estimated,P_h08_R2_V2_D05l_Mest,6.30554e-05,205.749,TRUE
PICT,0.8,MoreR2,Half2to1,05weight,HamelCope,P_h08_R2_V2_D05w_Mhac,3.74586e-05,172.005,TRUE
PICT,0.8,MoreR2,Half2to1,05weight,Estimated,P_h08_R2_V2_D05w_Mest,0.000270017,184.105,TRUE
PICT,0.8,MoreR2,Half2to1,20length,HamelCope,P_h08_R2_V2_D20l_Mhac,3.46245e-05,200.522,TRUE
PICT,0.8,MoreR2,Half2to1,20length,Estimated,P_h08_R2_V2_D20l_Mest,0.000130805,212.595,TRUE
PICT,0.8,MoreR2,Half2to1,20weight,HamelCope,P_h08_R2_V2_D20w_Mhac,0.000388529,223.265,TRUE
PICT,0.8,MoreR2,Half2to1,20weight,Estimated,P_h08_R2_V2_D20w_Mest,3.54787e-07,235.028,TRUE
PICT,0.8,MoreR2,Half2to1,Diag,HamelCope,P_h08_R2_V2_Dbas_Mhac,1.80925e-05,197.196,TRUE
PICT,0.8,MoreR2,Half2to1,Diag,Estimated,P_h08_R2_V2_Dbas_Mest,6.07833e-05,208.974,TRUE
PICT,0.9,Diag,Diag,05length,HamelCope,P_h09_Rb_Vb_D05l_Mhac,0.000152933,193.305,TRUE
PICT,0.9,Diag,Diag,05length,Estimated,P_h09_Rb_Vb_D05l_Mest,9.67728e-09,205.665,TRUE
PICT,0.9,Diag,Diag,05weight,HamelCope,P_h09_Rb_Vb_D05w_Mhac,2.16648e-05,171.321,TRUE
PICT,0.9,Diag,Diag,05weight,Estimated,P_h09_Rb_Vb_D05w_Mest,1.21802e-06,184.604,TRUE
PICT,0.9,Diag,Diag,20length,HamelCope,P_h09_Rb_Vb_D20l_Mhac,0.000671084,199.713,TRUE
PICT,0.9,Diag,Diag,20length,Estimated,P_h09_Rb_Vb_D20l_Mest,1.13029e-05,213.186,TRUE
PICT,0.9,Diag,Diag,20weight,HamelCope,P_h09_Rb_Vb_D20w_Mhac,0.000198902,222.364,TRUE
PICT,0.9,Diag,Diag,20weight,Estimated,P_h09_Rb_Vb_D20w_Mest,0.00177061,235.072,TRUE
PICT,0.9,Diag,Diag,Diag,HamelCope,P_h09_Rb_Vb_Dbas_Mhac,5.46364e-05,196.365,TRUE
PICT,0.9,Diag,Diag,Diag,Estimated,P_h09_Rb_Vb_Dbas_Mest,0.000232822,209.134,TRUE
PICT,0.9,Diag,Half1to2,05length,HamelCope,P_h09_Rb_V1_D05l_Mhac,5.37356e-05,193.49,TRUE
PICT,0.9,Diag,Half1to2,05length,Estimated,P_h09_Rb_V1_D05l_Mest,0.000567814,205.714,TRUE
PICT,0.9,Diag,Half1to2,05weight,HamelCope,P_h09_Rb_V1_D05w_Mhac,3.15935e-05,171.508,TRUE
PICT,0.9,Diag,Half1to2,05weight,Estimated,P_h09_Rb_V1_D05w_Mest,5.94762e-05,184.613,TRUE
PICT,0.9,Diag,Half1to2,20length,HamelCope,P_h09_Rb_V1_D20l_Mhac,9.20721e-05,200.117,TRUE
PICT,0.9,Diag,Half1to2,20length,Estimated,P_h09_Rb_V1_D20l_Mest,8.6681e-05,213.115,TRUE
PICT,0.9,Diag,Half1to2,20weight,HamelCope,P_h09_Rb_V1_D20w_Mhac,0.00104423,222.805,TRUE
PICT,0.9,Diag,Half1to2,20weight,Estimated,P_h09_Rb_V1_D20w_Mest,6.28039e-05,235.005,TRUE
PICT,0.9,Diag,Half1to2,Diag,HamelCope,P_h09_Rb_V1_Dbas_Mhac,0.000145829,196.599,TRUE
PICT,0.9,Diag,Half1to2,Diag,Estimated,P_h09_Rb_V1_Dbas_Mest,0.00011538,209.171,TRUE
PICT,0.9,Diag,Half2to1,05length,HamelCope,P_h09_Rb_V2_D05l_Mhac,6.18066e-05,192.601,TRUE
PICT,0.9,Diag,Half2to1,05length,Estimated,P_h09_Rb_V2_D05l_Mest,9.04191e-09,206.022,TRUE
PICT,0.9,Diag,Half2to1,05weight,HamelCope,P_h09_Rb_V2_D05w_Mhac,4.35547e-05,170.644,TRUE
PICT,0.9,Diag,Half2to1,05weight,Estimated,P_h09_Rb_V2_D05w_Mest,9.29437e-09,184.449,TRUE
PICT,0.9,Diag,Half2to1,20length,HamelCope,P_h09_Rb_V2_D20l_Mhac,9.27922e-05,198.948,TRUE
PICT,0.9,Diag,Half2to1,20length,Estimated,P_h09_Rb_V2_D20l_Mest,0.000141895,213.071,TRUE
PICT,0.9,Diag,Half2to1,20weight,HamelCope,P_h09_Rb_V2_D20w_Mhac,0.00158275,221.59,TRUE
PICT,0.9,Diag,Half2to1,20weight,Estimated,P_h09_Rb_V2_D20w_Mest,5.28302e-06,235.454,TRUE
PICT,0.9,Diag,Half2to1,Diag,HamelCope,P_h09_Rb_V2_Dbas_Mhac,4.13159e-05,195.646,TRUE
PICT,0.9,Diag,Half2to1,Diag,Estimated,P_h09_Rb_V2_Dbas_Mest,7.04341e-07,209.295,TRUE
PICT,0.9,MoreR2,Diag,05length,HamelCope,P_h09_R2_Vb_D05l_Mhac,6.79936e-05,195.131,TRUE
PICT,0.9,MoreR2,Diag,05length,Estimated,P_h09_R2_Vb_D05l_Mest,0.0014836,205.951,TRUE
PICT,0.9,MoreR2,Diag,05weight,HamelCope,P_h09_R2_Vb_D05w_Mhac,6.57737e-05,173.136,TRUE
PICT,0.9,MoreR2,Diag,05weight,Estimated,P_h09_R2_Vb_D05w_Mest,8.47432e-08,184.653,TRUE
PICT,0.9,MoreR2,Diag,20length,HamelCope,P_h09_R2_Vb_D20l_Mhac,0.00015588,201.777,TRUE
PICT,0.9,MoreR2,Diag,20length,Estimated,P_h09_R2_Vb_D20l_Mest,2.70968e-05,213.127,TRUE
PICT,0.9,MoreR2,Diag,20weight,HamelCope,P_h09_R2_Vb_D20w_Mhac,3.66556e-05,224.469,TRUE
PICT,0.9,MoreR2,Diag,20weight,Estimated,P_h09_R2_Vb_D20w_Mest,0.000235445,235.209,TRUE
PICT,0.9,MoreR2,Diag,Diag,HamelCope,P_h09_R2_Vb_Dbas_Mhac,3.16925e-08,198.296,TRUE
PICT,0.9,MoreR2,Diag,Diag,Estimated,P_h09_R2_Vb_Dbas_Mest,1.927e-05,209.293,TRUE
PICT,0.9,MoreR2,Half1to2,05length,HamelCope,P_h09_R2_V1_D05l_Mhac,4.86293e-05,195.686,TRUE
PICT,0.9,MoreR2,Half1to2,05length,Estimated,P_h09_R2_V1_D05l_Mest,7.83704e-05,205.832,TRUE
PICT,0.9,MoreR2,Half1to2,05weight,HamelCope,P_h09_R2_V1_D05w_Mhac,0.000230857,173.606,TRUE
PICT,0.9,MoreR2,Half1to2,05weight,Estimated,P_h09_R2_V1_D05w_Mest,6.3868e-05,184.528,TRUE
PICT,0.9,MoreR2,Half1to2,20length,HamelCope,P_h09_R2_V1_D20l_Mhac,9.84465e-05,202.259,TRUE
PICT,0.9,MoreR2,Half1to2,20length,Estimated,P_h09_R2_V1_D20l_Mest,3.33444e-05,212.951,TRUE
PICT,0.9,MoreR2,Half1to2,20weight,HamelCope,P_h09_R2_V1_D20w_Mhac,9.42333e-05,224.946,TRUE
PICT,0.9,MoreR2,Half1to2,20weight,Estimated,P_h09_R2_V1_D20w_Mest,8.38577e-06,235.015,TRUE
PICT,0.9,MoreR2,Half1to2,Diag,HamelCope,P_h09_R2_V1_Dbas_Mhac,0.00015047,198.792,TRUE
PICT,0.9,MoreR2,Half1to2,Diag,Estimated,P_h09_R2_V1_Dbas_Mest,0.000154882,209.143,TRUE
PICT,0.9,MoreR2,Half2to1,05length,HamelCope,P_h09_R2_V2_D05l_Mhac,7.63134e-05,194.163,TRUE
PICT,0.9,MoreR2,Half2to1,05length,Estimated,P_h09_R2_V2_D05l_Mest,0.00024599,206.132,TRUE
PICT,0.9,MoreR2,Half2to1,05weight,HamelCope,P_h09_R2_V2_D05w_Mhac,0.000349911,172.041,TRUE
PICT,0.9,MoreR2,Half2to1,05weight,Estimated,P_h09_R2_V2_D05w_Mest,8.43904e-05,184.402,TRUE
PICT,0.9,MoreR2,Half2to1,20length,HamelCope,P_h09_R2_V2_D20l_Mhac,2.68166e-05,200.551,TRUE
PICT,0.9,MoreR2,Half2to1,20length,Estimated,P_h09_R2_V2_D20l_Mest,3.86165e-05,212.985,TRUE
PICT,0.9,MoreR2,Half2to1,20weight,HamelCope,P_h09_R2_V2_D20w_Mhac,8.98713e-05,223.316,TRUE
PICT,0.9,MoreR2,Half2to1,20weight,Estimated,P_h09_R2_V2_D20w_Mest,1.37832e-08,235.564,TRUE
PICT,0.9,MoreR2,Half2to1,Diag,HamelCope,P_h09_R2_V2_Dbas_Mhac,8.18737e-05,197.221,TRUE
PICT,0.9,MoreR2,Half2to1,Diag,Estimated,P_h09_R2_V2_Dbas_Mest,2.75465e-08,209.333,TRUE
